,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
1095457,Battle of Cape Esperance,military conflict,47922,202052,36,143,1 destroyer sunk<br />1 cruiser damaged<br />1 destroyer damaged<br />163 killed,Near  Cape  Esperance and  Savo  Island|Guadalcanal,1942.0,False
1095668,Battle of Crooked River,military conflict,10646,37358,9,56,3,Crooked  River  Q5187845,1838.0,False
1095689,Aleutian Islands Campaign,military conflict,31203,599664,15,173,"1,481 killed<br/>225 aircraft destroyed <br/>640 missing<br/>3,416 wounded<br/>8 captured<br/>US Navy vessels heavily damaged <br> {{USS|Salt Lake City|CA-25}} <br> {{USS|Abner Read|DD-526}} <br/>US Navy vessels lost<br/> {{USS|Worden|DD-352}} <br/> {{USS|S-27|SS-132}} <br/> {{USS|Grunion|SS-216}}",Aleutian  Islands  Q119285,1943.0,False
1096127,Battle of Vella Gulf,military conflict,15899,55923,22,49,None,Near  Kolombangara in  the  Solomon  Islands,1943.0,False
1096178,Battle off Horaniu,military conflict,4858,11737,1,23,None,Vella  Lavella  Q1139193,1943.0,False
1096425,Second Carlist War,military conflict,3980,26408,1,37,,History  of  Spain  1814 1873 Spain,1849.0,False
1096866,Bombing of Rabaul (November 1943),military conflict,21372,67634,14,93,"10 carrier aircraft,<br/>17 land-based aircraft destroyed",Rabaul  Q218768,1943.0,False
1096988,Battle of Cape St. George,military conflict,15310,50848,20,56,None,Near  Buka  Island|north  of  Bougainville  Island Bougainville,1943.0,False
1097055,Battle of Formigny,military conflict,8380,62028,0,62,"500–1,000 killed",Formigny  Q326274,1450.0,False
1098884,Battle of Kerch Strait (1790),military conflict,5398,15111,3,25,"29 killed, 68 wounded",Kerch|Crimea,1790.0,False
1101083,2002 Venezuelan coup d'état attempt,military conflict,153005,164843,204,332,,Flag Venezuela,2002.0,False
1101102,First Taiwan Strait Crisis,military conflict,14749,225416,7,113,567 ROC troops killed {{Better source|reason|=|per WP:CIRCULAR|date|=|August 2018}} 2 U.S. troops killed,Taiwan  Strait  Q127031,1955.0,False
1101139,Second Taiwan Strait Crisis,military conflict,12481,239482,3,88,440 ROC troops killed and missing.,Strait  of  Taiwan,1958.0,False
1101723,Battle of Aizkraukle,military conflict,4933,29010,3,42,Unknown,Aizkraukle  Q411715,1279.0,False
1103509,Williamite War in Ireland,military conflict,26550,211906,13,175,,Kingdom  of  Ireland  Q215530,1691.0,False
1104969,Black September,military conflict,58049,381203,36,214,"'''PLO''': 3,400 dead <br>'''Syria''': 600 Syrian casualties (dead and injured) <br />120 tanks and [[Armoured personnel carrier|APC]]s lost {{sfn|Shlaim|2008|p|=|334}}",Jordan,1970.0,False
1106744,Battle of Singapore,military conflict,85241,976360,11,236,"~5,000 killed or wounded<br />80,000 captured",Singapore  in  the  Straits  Settlements  Q4420036,1942.0,False
1109891,Guinea-Bissau War of Independence,military conflict,29351,99520,21,149,"6,000+ killed; <br>Nearly 4,000 unconfirmed",Guinea- Bissau  Q1007,1974.0,False
1110544,Georgian uprising on Texel,military conflict,12621,43276,11,67,565+ Georgians killed<br> 120 Texel Dutch killed,Texel  Q9966,1945.0,False
1111187,Operation Ten-Go,military conflict,32193,350666,48,147,"Attack on ''Yamato'' task force: 12 aircrew dead<br/>10 aircraft destroyed
<br/>In ''kamikaze'' attacks: <br/>85 killed & missing <br> 122 wounded<br/>1 carrier moderately damaged <br/>1 battleship moderately damaged <br/>1 destroyer heavily damaged",Pacific  Ocean  Q98,1945.0,False
1112131,Battle of Wavre,military conflict,23437,86105,2,68,"2,500 dead and wounded {{sfn|Chandler|1999|p|=|485}}",Wavre  Q181314,1815.0,False
1113569,Polish Operation of the NKVD,civilian attack,22091,29606,28,95,"+ / - 111,091",Soviet  Union  Q15180,1938.0,False
1113713,United Nations Operation in Somalia II,military conflict,20277,208321,24,103,{{flagicon|India}} 12 killed <br /> {{flagicon|Pakistan}} 24 killed<br /> {{flagicon|US}} 22 killed<br /> {{flagicon|Malaysia}} 1 killed<br /> {{flagicon|Italy}} 5 killed,Somalia  Q1045,1995.0,False
1113889,Crown Heights riot,civil conflict,41204,266207,56,137,+2,Crown  Heights|Brooklyn,1991.0,False
1114225,Battle of Bazentin Ridge,military conflict,95743,46056,0,197,"9,194",Somme  Q12770,1916.0,False
1114658,Battle of Zela,military conflict,3707,88337,3,41,unknown,Zile  Q203018,,False
1115528,Battle of Sakarya,military conflict,21688,98589,36,86,"3,700 dead<br /> 18,480 wounded<br /> 108 [[Prisoner of war|captives]]<br>5,639 [[Desertion|deserters]]<br>8,089 missing<br>'''Total: 38,029''' {{#tag:ref|Although Turkish casualties state 5,639 deserters and 8,089 missing, these two casualty figures belong to the period between the [[Battle of Kütahya–Eskişehir]] and the Battle of Sakarya.|ref|Celâl Erikan: ''100 [i.e. Yüz] soruda Kurtuluş Savaşımızın tarihi'', Edition I, Gerçek Yayınevi, 1971, İstanbul, page 166. {{tr icon}}|</ref>|group|=|Note}}",On  the  banks  of  Sakarya  River|Turkey,1921.0,False
1115591,Battle of Castillon,military conflict,12755,211961,25,59,"4,000 dead, wounded, or captured",Castillon- la- Bataille  Q269346,1453.0,False
1118934,Naval Battle of Hakodate,military conflict,6224,32823,1,63,1 ship sunk,Hakodate Bay,1869.0,False
1119248,Siege of Antioch,military conflict,42680,199186,48,173,"Heavy
*Thousands died to starvation, disease or in battle
*Nearly all the horses",Antioch  on  the  Orontes  Q200441,1098.0,False
1120226,Japanese war crimes,civilian attack,155261,2004280,183,614,"3,000,000 to 14,000,000 civilians and P.O.W.s",In  and  around  East  Asia  and  the  Pacific,,False
1121429,Avram Iancu,military conflict,18232,44572,17,126,Unknown,Principality  of  Transylvania  Q3113481,1849.0,False
1124953,Battle of the Rice Boats,military conflict,14574,26234,23,73,1 wounded<br>1 fire ship sunk<br>3 supply ships captured,near  Savannah|Georgia Savannah|Province  of  Georgia|Savannah  River,1776.0,False
1125677,Battle of Mouquet Farm,military conflict,11319,33914,0,35,"6,300",Pozières  Q586632,1916.0,False
1126912,Waterloo Campaign,military conflict,58972,157259,1,287,"63,000 {{sfn|Chandler|1966|p|=|1120}}",Present- day  Belgium  and  France|,1815.0,False
1129826,Battle of Saipan,military conflict,45394,897703,34,265,"13,790 casualties:<br>3,426 killed and missing {{rp|379}} <br>10,364 wounded",Saipan  Q51679,1944.0,False
1129920,Battle of Tinian,military conflict,9979,158398,4,75,"326 killed<br/>1,593 wounded {{rp|88}}",Tinian  Q325652,1944.0,False
1129957,Battle of Guam (1944),military conflict,16496,484588,6,123,"3,000 killed,<br/> 7,122 wounded",Guam  Q16635,1944.0,False
1129969,Battle of Angaur,military conflict,8029,76758,3,44,"260 killed<br/>1,354 wounded {{rp|89}}",Angaur  Q530813,1944.0,False
1130176,Battle of Sunda Strait,military conflict,16599,118440,9,86,"1 heavy cruiser sunk<br/>1 light cruiser sunk<br/>1 destroyer sunk<br/>1,071 killed<br/>675 POWs",Sunda  Strait  Q192790,1942.0,False
1131096,Battle of Wyoming,military conflict,24547,93227,26,95,3 killed<br>8 wounded,Wyoming  Valley  Q604264,1778.0,False
1131138,Siege of Savannah,military conflict,19521,174816,16,99,"244 killed,<br>584 wounded,<br />120 prisoners<br />'''Total:'''<br /> 948",Savannah  Q83813,1779.0,False
1131537,Second Sudanese Civil War,military conflict,36136,624072,30,193,,Blue  Nile  Q882739,2005.0,False
1133054,Battle of Lewis's Farm,military conflict,42482,15662,94,143,'''381''',Dinwiddie  County  Q340606,1865.0,False
1134334,Second Anglo-Mysore War,military conflict,16963,193484,7,125,,South  India  Q542146,1784.0,False
1134365,First Anglo-Mysore War,military conflict,23331,192611,41,92,,South  India,1769.0,False
1135583,Battle of Raszyn (1809),military conflict,5363,25644,0,45,"2,300 total:<br>
800 killed<br>1,500 wounded",Raszyn  Q989813,1809.0,False
1135721,Fall of Saigon,military conflict,46392,1801836,74,180,,Ho  Chi  Minh  City  Q1854,,False
1136499,Hundred Days' War,military conflict,10544,37760,7,100,,Beirut  Q3820,1978.0,False
1138374,Second Battle of Fallujah,military conflict,61748,919975,77,277,,Fallujah  Q191170,2004.0,False
1138643,Allied advance from Paris to the Rhine,military conflict,38567,266829,17,230,"'''U.S.:'''<br />240,082 casualties<br />(50,410 killed,<br /> 172,450 wounded,<br /> 24,374 captured or missing)<br /><small>(15 September 1944 – 21 March 1945)</small><br />
'''U.K.:'''<br />~32,366<br />
'''Canadian:'''<br />~15,000<br />
'''France:'''<br />15,390-17,390 <br/>
'''Total:'''<br />272,448+<br />",Along  and  around  the  Siegfried  Line|France|Belgium|Luxembourg|Netherlands and  Germany,1945.0,False
1138969,Battle of Blackett Strait,military conflict,8515,31498,5,44,None,Blackett  Strait  Q2074365,1943.0,False
1142580,Southwest Cay,military conflict,12090,22255,3,52,,Southwest  Cay,1975.0,False
1145971,Operation Planet X,military conflict,2859,11212,1,32,,a  village  near  Ad  Dawr and  Al  Dur|convert 11 mi km south  of  Tikrit|Iraq,2003.0,False
1147034,Evacuation of East Prussia,military conflict,37211,140276,53,169,"[[File:Flag of Germany 1933.svg|25px]] 25,000–30,000 civilians",East  Prussia  Q103801,1945.0,False
1147055,Third Anglo-Mysore War,military conflict,27771,153111,29,156,,South  India  Q542146,1792.0,False
1147077,Fourth Anglo-Mysore War,military conflict,11753,193474,6,82,,Indian  subcontinent  Q60140,1799.0,False
1147129,Battle of Zadwórze,military conflict,7689,15220,0,56,318 dead,Zadviria  Q4183880,1920.0,False
1147636,Battle of Goliad,military conflict,16901,206649,24,81,+1,Presidio  La  Bahía  Q7241532,1835.0,False
1147799,Jackson State killings,civilian attack,8295,150159,8,35,2,Jackson|Mississippi,1970.0,False
1147895,Operation Peninsula Strike,military conflict,3849,8935,2,33,4 wounded,Balad  Q1029645,2003.0,False
1148654,Battle of Rabaul (1942),military conflict,26803,142285,8,109,"6 aircrew killed, 5 wounded <br/> 28 soldiers killed in action <br/> ~1,000 captured",Rabaul  Q218768,1942.0,False
1153333,Ragamuffin War,military conflict,10591,154501,7,78,,Southern  Brazil  Q1060042,1845.0,False
1159257,Hawthorn Ridge Redoubt,military conflict,31735,54952,0,84,,Picardy  Q13950,1916.0,False
1160120,Lochnagar mine,military conflict,32285,243457,2,93,,Picardy  Q13950,1916.0,False
1160161,Operation Bodenplatte,military conflict,73490,270291,165,353,[[#Aftermath and casualties|See Aftermath and casualties]],Belgium|the  Netherlands  and  France,1945.0,False
1160238,Battle of Hong Kong,military conflict,63164,541941,58,262,"2,113 killed or missing<br />2,300 wounded<br />10,000 captured {{efn|Figures taken from [[Christopher Maltby]], the [[Commander British Forces in Hong Kong]]|sfn|Banham|2005|p|=|317}} <br>1 destroyer captured<br />1 gunboat sunk {{sfn|Banham|2005|p|=|317}}",British  Hong  Kong  Q1054923,1941.0,False
1160310,Battle of Komarów,military conflict,14677,50619,2,103,"500 [[Killed in action|KIA]], 700 horses",Komarów- Osada  Q2648217|Wolica  Śniatycka  Q8030282,1920.0,False
1160495,Operation Panther Squeeze,military conflict,2289,5661,1,8,None,Lutafiyah,2003.0,False
1163432,Siege of Nicaea,military conflict,8904,74006,3,78,Unknown,İznik  Q217125,1097.0,False
1163825,Marzabotto massacre,civilian attack,5978,80007,1,59,+770,Marzabotto  Q94936,1944.0,False
1163969,Operation Bayonet Lightning,military conflict,3567,11240,0,37,Unknown,Al  Hawijah|Iraq,2003.0,False
1164010,Operation Northern Delay,military conflict,5756,31779,4,25,,Bashur  Airfield|Ba athist  Iraq Iraq,2003.0,False
1165533,Case Black,military conflict,14169,61214,16,89,"'''German casualties:'''<br />583 killed, 1,760 wounded, 425 missing <br />'''Italian casualties:'''<br />290 killed, 541 wounded, 1,502 missing <br />'''Croatian casualties:'''<br />40 killed, 166 wounded, 205 missing <br />'''Total Axis casualties:'''<br />913 killed, 2,467 wounded, 2,132 missing",Bosnia  Q188736,1943.0,False
1165584,Bloody Sunday (1900),military conflict,3453,14212,1,23,"1,100 total, including;<br>280 dead",Paardeberg  Drift|Orange  Free  State,1900.0,False
1165690,Operation Desert Scorpion (Iraq 2003),military conflict,7140,12975,2,52,,North- Central  Iraq,2003.0,False
1167596,Gaspee Affair,military conflict,18241,177699,25,58,None,Near  Gaspee  Point|Warwick|Rhode  Island,1772.0,False
1167865,Christmas Uprising,military conflict,11964,25919,12,69,98 killed and wounded,around  Cetinje|Kingdom  of  Yugoslavia,1925.0,False
1168834,Battle of the Trench,military conflict,44448,486685,51,186,"1~5 people  
(Reportedly 4)
Light",Medina  Q35484,627.0,False
1169177,Battle of Ascalon,military conflict,12569,101130,4,124,Light,Ashkelon  Q60956,1099.0,False
1169500,Battle of Angamos,military conflict,14956,47900,8,53,1 dead<br/>9 wounded,Near  Mejillones|Antofagasta in  Bolivia present  day  Chile,1879.0,False
1169633,Junker mutiny,military conflict,4367,13222,0,38,,Saint  Petersburg  Q656,1917.0,False
1170111,Second Battle of Heligoland Bight,military conflict,12642,74800,7,61,1 light cruiser damaged,Heligoland  Q3038,1917.0,False
1173061,Battle of Halbe,military conflict,32129,297858,1,198,"{{plainlist |
* Over 35,000|citation needed|date|=|August 2018| - 60,000 killed and 120,000 captured (25,000 escaped from pocket)
* 10,000 civilians killed}} {{citation needed|date|=|August 2018}} - 60,000 killed and 120,000 captured (25,000 escaped from pocket)
* 10,000 civilians killed",Halbe  Q531652,1945.0,False
1173504,First Ivorian Civil War,military conflict,38936,177485,41,142,"200+ government soldiers<br>100+ militias<br>1,200+ civilians<br> {{Citation needed|date|=|March 2009}}",Ivory  Coast  Q1008,2007.0,False
1175035,Battle of Wizna,military conflict,22154,298917,16,126,Unknown,Łomża  Q215633,1939.0,False
1175333,Second Battle of Sirte,military conflict,45132,75255,64,98,39 killed<br />3 light cruisers damaged<br />2 destroyers disabled<br />3 destroyers damaged,Gulf  of  Sidra  Q187274,1942.0,False
1175744,Bombardment of Kagoshima,military conflict,15705,86334,16,103,3 warships damaged<br>20 killed<br>53 wounded,Kagoshima  Q15674,1863.0,False
1176080,Blockade of Africa,military conflict,25302,82545,16,101,,Africa  Q15,1870.0,False
1176763,Battle of Cape Spada,military conflict,6678,36072,5,41,1 wounded<br />1 light cruiser damaged,Mediterranean  Sea  Q4918,1940.0,False
1177270,Battle of Kiev (1941),military conflict,22940,350596,1,138,"'''Total: 128,670''' {{efn|Estimated losses: 20 August - 30 September 1941 (17A, 1TA, 2TA, 6A, 2A)|sfn|Freier|2009}} <br/>Killed: 26,856 <br/>Wounded: 96,796 <br/>Prisoners or Missing: 5,008 {{sfn|Freier|2009}}",Kiev  Q1899,1941.0,False
1177411,Battle of Brześć Litewski,military conflict,11335,26330,1,76,Unknown,Brest  Fortress  Q23868,1939.0,False
1178994,Sonderaktion Krakau,civilian attack,10095,49223,7,85,,Kraków|German- occupied  Poland,1939.0,False
1180014,Battle of Kwajalein,military conflict,19639,205615,4,115,Kwajalein:<br/>142 killed<br/>845 wounded<br/>2 missing<br/>Roi-Namur:<br/>206 killed<br/>617 wounded<br/>181 missing {{rp|88}},Kwajalein  Q309172,1944.0,False
1181294,Battle of Makin,military conflict,23350,138194,10,156,"763 killed<br>(697 Navy, 66 Army)<br>185 wounded<br>1 escort carrier sunk",Makin  Q867455,1943.0,False
1182217,NKVD Order No. 00485,civilian attack,7339,10278,5,41,"At least 111,091 Poles executed",Soviet  Union  Q15180,1938.0,False
1183009,Western theater of the American Revolutionary War,military conflict,28705,73571,34,135,120+,Ohio  River  Q4915,1782.0,False
1183636,Battle of Abydos,military conflict,7281,12752,11,44,Minimal,Near  Abydos|Hellespont Abydos|in  the  Hellespont,411.0,False
1183937,Operation Dingo,military conflict,8230,113346,9,44,2 killed<br>8 wounded<br>1 Vampire crashed <br>'''Total''':<br>10 <br>1 fighter-bomber crashed,Chimoio  Q638509,1977.0,False
1184312,Battle of Cresson,military conflict,9617,51573,5,81,"Almost all, only 3 knights survived including a wounded Gerard.<br>Roger de Moulins killed",Nazareth  Q430776,1187.0,False
1186928,Battle of Karnal,military conflict,42968,167153,34,120,"1,100",Karnal  Q256194,1739.0,False
1187231,Battle of Vercellae,military conflict,10066,84341,5,71,300 killed,Vercelli  Q5990,101.0,False
1187369,Battle of Cecora (1620),military conflict,12454,31075,7,111,Unknown,Țuțora  Q4930913,1620.0,False
1188976,Battle on the Marchfeld,military conflict,18416,51856,1,159,Less than the Bohemians,Lower  Austria  Q42497,1278.0,False
1191347,Khmelnytsky Uprising,military conflict,50164,239522,39,272,,Ukraine  Q212,1657.0,False
1193609,Kielce pogrom,civilian attack,42542,137878,39,137,38 to 42,Kielce  Q102317,1946.0,False
